STATION,NAME,BEGIN_LAT,BEGIN_LON,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,Zip
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-12,0.0,0.0,0.0,0.0,85.0,61.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-12,0.0,0.0,0.0,0.0,81.0,62.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-12,8.95,0.0,0.0,0.0,83.0,65.0,20.0,10.0,17.0,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-13,1.34,0.0,0.0,0.0,84.0,61.0,30.0,20.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-13,0.0,0.0,0.0,0.0,82.0,63.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-13,0.0,0.0,0.0,0.0,82.0,57.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-13,0.0,0.0,0.0,0.0,81.0,60.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-13,3.13,0.0,0.0,0.0,85.0,66.0,10.0,10.0,12.1,13.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-14,1.34,0.0,0.0,0.0,85.0,63.0,70.0,80.0,10.1,12.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-14,0.0,0.0,0.0,0.0,86.0,62.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-14,0.0,0.0,0.0,0.0,82.0,57.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-14,0.0,0.0,0.0,0.0,82.0,60.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-14,2.91,0.0,0.0,0.0,86.0,67.0,150.0,200.0,10.1,21.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-15,2.68,0.0,0.0,0.0,89.0,63.0,240.0,240.0,8.9,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-15,0.0,0.0,0.0,0.0,91.0,62.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-15,0.0,0.0,0.0,0.0,88.0,58.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-15,0.0,0.01,0.0,0.0,87.0,61.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-15,3.8,0.0,0.0,0.0,89.0,65.0,360.0,360.0,15.0,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-16,1.79,0.0,0.0,0.0,89.0,68.0,240.0,230.0,8.9,12.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-16,0.0,0.0,0.0,0.0,91.0,62.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-16,0.0,0.0,0.0,0.0,88.0,63.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-16,0.0,0.0,0.0,0.0,88.0,65.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-16,2.91,0.0,0.0,0.0,92.0,69.0,220.0,190.0,12.1,14.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-17,2.91,0.0,0.0,0.0,81.0,72.0,190.0,180.0,12.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-17,0.0,0.0,0.0,0.0,92.0,69.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-17,0.0,0.0,0.0,0.0,88.0,68.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-17,0.0,0.0,0.0,0.0,79.0,70.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-17,5.82,0.03,0.0,0.0,82.0,72.0,130.0,90.0,17.0,23.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-18,3.13,0.0,0.0,0.0,86.0,68.0,190.0,210.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-18,0.0,0.04,0.0,0.0,82.0,71.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-18,0.0,0.0,0.0,0.0,83.0,64.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-18,0.0,0.0,0.0,0.0,85.0,66.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-18,5.37,0.0,0.0,0.0,87.0,69.0,250.0,210.0,10.1,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-19,5.82,0.43,0.0,0.0,86.0,73.0,290.0,200.0,18.1,25.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-19,0.0,0.0,0.0,0.0,87.0,69.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-19,0.0,0.11,0.0,0.0,87.0,70.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-19,0.0,0.99,0.0,0.0,86.0,70.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-19,8.72,0.52,0.0,0.0,88.0,73.0,280.0,190.0,19.9,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-20,7.61,0.03,0.0,0.0,79.0,62.0,300.0,270.0,16.1,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-20,0.0,1.12,0.0,0.0,87.0,72.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-20,0.0,2.1,0.0,0.0,86.0,63.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-20,0.0,0.34,0.0,0.0,78.0,62.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-20,8.72,0.04,0.0,0.0,80.0,64.0,260.0,270.0,17.0,31.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-21,2.24,0.0,0.0,0.0,81.0,58.0,60.0,70.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-21,0.0,0.0,0.0,0.0,79.0,65.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-21,0.0,0.0,0.0,0.0,86.0,54.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-21,0.0,0.0,0.0,0.0,79.0,57.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-21,2.91,0.0,0.0,0.0,82.0,61.0,100.0,150.0,13.0,16.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-22,3.13,0.0,0.0,0.0,84.0,59.0,120.0,110.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-22,0.0,0.0,0.0,0.0,81.0,61.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-22,0.0,0.0,0.0,0.0,83.0,55.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-22,0.0,0.0,0.0,0.0,82.0,58.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-22,3.36,0.0,0.0,0.0,85.0,63.0,160.0,120.0,12.1,14.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-23,6.04,0.05,0.0,0.0,88.0,69.0,310.0,310.0,18.1,25.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-23,0.0,0.0,0.0,0.0,84.0,64.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-08-23,0.0,0.0,0.0,0.0,86.0,66.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-23,0.0,0.1,0.0,0.0,86.0,65.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-23,7.83,0.0,0.0,0.0,88.0,71.0,320.0,320.0,23.0,27.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-24,5.59,0.0,0.0,0.0,80.0,61.0,270.0,250.0,16.1,23.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-24,0.0,0.0,0.0,0.0,88.0,70.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-24,0.0,0.0,0.0,0.0,78.0,60.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-24,8.5,0.0,0.0,0.0,79.0,61.0,320.0,350.0,18.1,28.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-25,4.03,0.0,0.0,0.0,77.0,56.0,280.0,320.0,16.1,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-25,0.0,0.0,0.0,0.0,81.0,61.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-25,0.0,0.0,0.0,0.0,76.0,55.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-25,6.49,0.0,0.0,0.0,77.0,59.0,270.0,310.0,16.1,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-26,2.46,0.0,0.0,0.0,80.0,55.0,50.0,40.0,12.1,17.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-26,0.0,0.0,0.0,0.0,81.0,59.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-26,0.0,0.0,0.0,0.0,77.0,54.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-26,3.8,0.0,0.0,0.0,80.0,59.0,360.0,10.0,10.1,13.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-27,3.58,0.0,0.0,0.0,81.0,60.0,80.0,60.0,12.1,16.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-27,0.0,0.0,0.0,0.0,80.0,59.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-27,0.0,0.0,0.0,0.0,77.0,58.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-27,4.92,0.0,0.0,0.0,81.0,63.0,80.0,190.0,14.1,21.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-28,2.91,0.0,0.0,0.0,84.0,56.0,100.0,150.0,8.9,13.0,40041
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-28,0.0,0.0,0.0,0.0,82.0,56.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-28,4.25,0.0,0.0,0.0,85.0,61.0,150.0,0.0,21.0,0.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-29,5.82,0.0,0.0,0.0,88.0,69.0,190.0,170.0,14.1,19.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-29,0.0,0.0,0.0,0.0,84.0,61.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-29,0.0,0.0,0.0,0.0,87.0,65.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-29,6.93,0.0,0.0,0.0,89.0,68.0,180.0,160.0,16.1,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-30,3.8,0.0,0.0,0.0,84.0,70.0,130.0,120.0,13.0,19.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-30,0.0,0.0,0.0,0.0,89.0,67.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-30,0.0,0.03,0.0,0.0,82.0,67.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-30,7.61,0.0,0.0,0.0,85.0,72.0,190.0,190.0,18.1,25.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-08-31,2.91,0.0,0.0,0.0,88.0,67.0,210.0,210.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-08-31,0.0,0.0,0.0,0.0,84.0,71.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-08-31,0.0,0.0,0.0,0.0,86.0,64.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-08-31,4.92,0.0,0.0,0.0,89.0,68.0,230.0,0.0,12.1,18.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-01,1.79,0.16,0.0,0.0,90.0,67.0,40.0,30.0,21.0,28.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-01,0.0,0.0,0.0,0.0,88.0,68.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-01,0.0,0.0,0.0,0.0,89.0,65.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-01,2.24,0.0,0.0,0.0,92.0,69.0,60.0,220.0,10.1,15.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-02,1.12,0.0,0.0,0.0,92.0,68.0,330.0,180.0,6.9,8.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-02,0.0,0.0,0.0,0.0,89.0,69.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-02,0.0,0.0,0.0,0.0,90.0,67.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-02,2.91,0.0,0.0,0.0,93.0,71.0,280.0,260.0,12.1,15.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-03,1.34,0.0,0.0,0.0,93.0,70.0,280.0,280.0,8.1,10.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-03,0.0,0.0,0.0,0.0,92.0,71.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-03,0.0,0.0,0.0,0.0,91.0,68.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-03,3.13,0.0,0.0,0.0,94.0,71.0,260.0,230.0,12.1,14.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-04,1.57,0.0,0.0,0.0,94.0,70.0,40.0,60.0,21.9,30.0,40041
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-04,0.0,0.0,0.0,0.0,91.0,68.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-04,3.58,0.0,0.0,0.0,95.0,72.0,40.0,40.0,23.9,35.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-05,2.91,0.0,0.0,0.0,95.0,68.0,360.0,10.0,19.9,29.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-05,0.0,0.0,0.0,0.0,93.0,73.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-05,0.0,0.0,0.0,0.0,91.0,66.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-05,3.8,0.0,0.0,0.0,95.0,73.0,10.0,360.0,25.1,31.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-06,2.01,0.0,0.0,0.0,95.0,66.0,120.0,120.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-06,0.0,0.7,0.0,0.0,93.0,72.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-06,0.0,0.0,0.0,0.0,91.0,65.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-06,3.58,0.0,0.0,0.0,94.0,70.0,140.0,150.0,15.0,16.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-07,2.46,0.0,0.0,0.0,93.0,70.0,270.0,290.0,21.9,31.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-07,0.0,0.0,0.0,0.0,94.0,71.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-07,0.0,0.0,0.0,0.0,89.0,68.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-07,3.8,0.0,0.0,0.0,94.0,71.0,30.0,30.0,14.1,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-08,4.25,0.0,0.0,0.0,92.0,70.0,180.0,170.0,14.1,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-08,0.0,0.0,0.0,0.0,93.0,71.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-08,0.0,0.0,0.0,0.0,90.0,68.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-08,7.16,0.0,0.0,0.0,93.0,71.0,210.0,220.0,19.9,25.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-09,4.92,0.46,0.0,0.0,82.0,73.0,10.0,10.0,12.1,16.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-09,0.0,0.25,0.0,0.0,93.0,71.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-09,0.0,0.76,0.0,0.0,79.0,70.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-09,6.93,0.26,0.0,0.0,82.0,73.0,360.0,360.0,16.1,19.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-10,4.7,0.1,0.0,0.0,86.0,69.0,300.0,320.0,10.1,13.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-10,0.0,0.8,0.0,0.0,83.0,71.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-10,0.0,1.13,0.0,0.0,83.0,67.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-10,6.04,0.39,0.0,0.0,87.0,70.0,350.0,10.0,14.1,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-11,4.92,0.07,0.0,0.0,85.0,61.0,350.0,350.0,17.0,25.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-11,0.0,0.0,0.0,0.0,83.0,63.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-11,0.0,0.16,0.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-11,7.16,0.15,0.0,0.0,85.0,63.0,340.0,340.0,21.0,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-12,8.05,0.0,0.0,0.0,71.0,56.0,310.0,320.0,18.1,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-12,0.0,0.17,0.0,0.0,81.0,60.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-12,0.0,0.06,0.0,0.0,69.0,55.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-12,11.86,0.0,0.0,0.0,72.0,56.0,320.0,10.0,21.9,34.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-13,3.36,0.0,0.0,0.0,72.0,49.0,330.0,350.0,14.1,19.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-13,0.0,0.0,0.0,0.0,78.0,50.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-13,0.0,0.0,0.0,0.0,71.0,48.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-13,7.16,0.0,0.0,0.0,73.0,50.0,280.0,250.0,14.1,23.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23021,-85.66294,164.6,2015-09-14,2.24,0.0,0.0,0.0,77.0,50.0,200.0,170.0,10.1,15.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.2778,-85.7918,134.1,2015-09-14,0.0,0.0,0.0,0.0,73.0,50.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.9161,-85.6572,167.6,2015-09-14,0.0,0.0,0.0,0.0,81.0,46.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.1151,-85.6445,192.6,2015-09-14,0.0,0.0,0.0,0.0,77.0,49.0,0.0,0.0,0.0,0.0,40229
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.17738,-85.73077,146.3,2015-09-14,5.14,0.0,0.0,0.0,78.0,51.0,160.0,170.0,13.0,16.1,40209
