STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,Zip
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/6/2018,0.0,0.01,0.0,0.0,60.0,41.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/6/2018,0.0,0.0,0.0,0.0,61.0,34.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/6/2018,0.0,0.03,0.0,0.0,60.0,34.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/6/2018,13.42,0.02,0.0,0.0,62.0,36.0,290.0,210.0,31.1,45.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/7/2018,10.96,0.0,0.0,0.0,41.0,32.0,290.0,300.0,23.0,31.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/7/2018,0.0,0.0,0.0,0.0,60.0,32.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/7/2018,0.0,0.06,0.0,0.0,61.0,30.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/7/2018,0.0,0.01,0.0,0.0,41.0,31.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/7/2018,13.2,0.01,0.0,0.0,43.0,33.0,290.0,290.0,21.9,28.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/8/2018,10.74,0.0,0.0,0.0,36.0,31.0,290.0,270.0,18.1,27.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/8/2018,0.0,0.0,0.0,0.0,58.0,31.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/8/2018,0.0,0.0,0.0,0.0,41.0,27.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/8/2018,0.0,0.0,0.3,0.0,37.0,29.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/8/2018,11.86,0.0,0.2,0.0,39.0,30.0,280.0,270.0,21.0,28.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/9/2018,6.49,0.07,0.0,0.0,47.0,24.0,230.0,220.0,15.0,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/9/2018,0.0,0.03,0.0,0.0,36.0,27.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/9/2018,0.0,0.0,0.0,0.0,43.0,21.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/9/2018,0.0,0.16,0.0,0.0,46.0,24.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/9/2018,6.49,0.11,0.0,0.0,48.0,27.0,220.0,80.0,15.0,23.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/10/2018,6.04,0.51,0.0,0.0,49.0,35.0,30.0,70.0,14.1,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/10/2018,0.0,0.59,0.0,0.0,47.0,27.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/10/2018,0.0,0.38,0.0,0.0,58.0,32.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/10/2018,0.0,0.38,0.0,0.0,47.0,34.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/10/2018,6.04,0.47,0.0,0.0,50.0,36.0,50.0,40.0,13.0,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/11/2018,10.51,0.21,0.0,0.0,50.0,33.0,10.0,350.0,21.0,31.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/11/2018,0.0,0.0,0.0,0.0,49.0,35.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/11/2018,0.0,0.0,0.0,0.0,49.0,33.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/11/2018,0.0,0.2,1.9,2.0,49.0,32.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/11/2018,11.18,0.25,2.4,0.0,50.0,33.0,10.0,10.0,29.1,36.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/12/2018,9.17,0.0,0.0,0.0,45.0,32.0,300.0,320.0,19.9,28.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/12/2018,0.0,0.12,0.0,0.0,49.0,33.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/12/2018,0.0,0.6,0.0,0.0,51.0,28.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/12/2018,0.0,0.04,0.2,0.0,44.0,29.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/12/2018,12.08,0.0,0.0,1.2,45.0,32.0,300.0,310.0,21.9,28.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/13/2018,7.16,0.02,0.0,0.0,47.0,26.0,280.0,290.0,21.9,31.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/13/2018,0.0,0.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/13/2018,0.0,0.0,0.0,0.0,43.0,26.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/13/2018,0.0,0.04,0.6,1.0,45.0,27.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/13/2018,9.84,0.02,0.7,0.0,47.0,30.0,350.0,350.0,23.0,40.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/14/2018,8.5,0.0,0.0,0.0,44.0,24.0,250.0,240.0,19.9,25.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/14/2018,0.0,0.02,0.0,0.0,47.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/14/2018,0.0,0.0,0.0,0.0,44.0,23.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/14/2018,0.0,0.0,0.0,0.0,43.0,24.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/14/2018,10.51,0.0,0.0,1.2,45.0,25.0,260.0,250.0,21.0,27.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/15/2018,10.51,0.0,0.0,0.0,65.0,32.0,240.0,240.0,19.9,29.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/15/2018,0.0,0.0,0.0,0.0,44.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/15/2018,0.0,0.0,0.0,0.0,61.0,29.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/15/2018,0.0,0.0,0.0,0.0,63.0,33.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/15/2018,12.08,0.0,0.0,0.0,66.0,38.0,260.0,250.0,21.0,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/16/2018,8.72,0.0,0.0,0.0,53.0,33.0,50.0,50.0,15.0,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/16/2018,0.0,0.0,0.0,0.0,63.0,32.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/16/2018,0.0,0.0,0.0,0.0,65.0,33.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/16/2018,0.0,0.0,0.0,0.0,51.0,28.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/16/2018,8.72,0.0,0.0,0.0,53.0,34.0,100.0,70.0,15.0,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/17/2018,6.49,0.0,0.0,0.0,62.0,41.0,300.0,340.0,17.0,23.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/17/2018,0.0,0.0,0.0,0.0,51.0,35.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/17/2018,0.0,0.0,0.0,0.0,59.0,39.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/17/2018,0.0,0.0,0.0,0.0,62.0,41.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/17/2018,7.61,0.01,0.0,0.0,64.0,42.0,330.0,330.0,19.9,27.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/18/2018,4.25,0.0,0.0,0.0,61.0,37.0,80.0,320.0,10.1,16.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/18/2018,0.0,0.0,0.0,0.0,57.0,35.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/18/2018,0.0,0.0,0.0,0.0,68.0,40.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/18/2018,0.0,0.0,0.0,0.0,61.0,38.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/18/2018,5.82,0.0,0.0,0.0,62.0,38.0,350.0,350.0,14.1,16.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/19/2018,7.61,0.41,0.0,0.0,62.0,37.0,90.0,100.0,18.1,25.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/19/2018,0.0,0.0,0.0,0.0,59.0,35.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/19/2018,0.0,0.0,0.0,0.0,61.0,35.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/19/2018,0.0,0.28,0.0,0.0,61.0,39.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/19/2018,7.61,0.25,0.0,0.0,62.0,41.0,90.0,70.0,16.1,23.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/20/2018,9.17,0.42,0.0,0.0,48.0,33.0,20.0,360.0,17.0,25.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/20/2018,0.0,0.52,0.0,0.0,61.0,38.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/20/2018,0.0,0.95,0.0,0.0,60.0,35.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/20/2018,0.0,0.62,3.8,3.0,47.0,32.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/20/2018,11.63,0.57,3.7,0.0,49.0,33.0,10.0,40.0,21.9,34.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/21/2018,6.71,0.21,0.0,0.0,39.0,26.0,330.0,330.0,15.0,29.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/21/2018,0.0,0.25,0.0,0.0,48.0,33.0,0.0,0.0,0.0,0.0,40212
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/21/2018,0.0,0.64,7.8,7.0,39.0,29.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/21/2018,8.28,0.45,4.9,5.9,40.0,30.0,330.0,340.0,23.0,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/22/2018,2.91,0.0,0.0,0.0,48.0,22.0,300.0,320.0,13.0,17.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/22/2018,0.0,0.0,0.0,0.0,41.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/22/2018,0.0,0.0,0.0,0.0,42.0,19.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/22/2018,0.0,0.0,0.0,1.0,46.0,23.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/22/2018,5.37,0.0,0.0,5.9,48.0,25.0,320.0,330.0,17.0,23.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/23/2018,2.24,0.0,0.0,0.0,54.0,29.0,100.0,110.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/23/2018,0.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/23/2018,0.0,0.0,0.0,0.0,54.0,29.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/23/2018,0.0,0.0,0.0,0.0,51.0,30.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/23/2018,2.91,0.0,0.0,0.0,54.0,33.0,100.0,120.0,10.1,13.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/24/2018,13.2,1.12,0.0,0.0,46.0,36.0,100.0,110.0,23.9,33.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/24/2018,0.0,0.25,0.0,0.0,53.0,31.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/24/2018,0.0,2.25,0.0,0.0,53.0,36.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/24/2018,0.0,1.36,0.0,0.0,46.0,34.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/24/2018,13.2,1.22,0.0,0.0,47.0,36.0,110.0,110.0,25.9,35.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/25/2018,12.97,0.0,0.0,0.0,52.0,34.0,50.0,70.0,21.9,29.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/25/2018,0.0,1.45,0.0,0.0,50.0,31.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/25/2018,0.0,1.07,0.0,0.0,49.0,35.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/25/2018,0.0,0.0,0.0,0.0,51.0,33.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/25/2018,12.75,0.0,0.0,0.0,53.0,35.0,60.0,50.0,21.0,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/26/2018,9.17,0.06,0.0,0.0,63.0,44.0,180.0,170.0,21.9,31.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/26/2018,0.0,0.0,0.0,0.0,54.0,36.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/26/2018,0.0,0.0,0.0,0.0,61.0,43.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/26/2018,0.0,0.12,0.0,0.0,63.0,42.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/26/2018,9.84,0.07,0.0,0.0,64.0,44.0,170.0,160.0,23.9,31.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/27/2018,8.95,0.03,0.0,0.0,68.0,51.0,210.0,200.0,21.0,28.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/27/2018,0.0,0.07,0.0,0.0,60.0,43.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/27/2018,0.0,0.32,0.0,0.0,62.0,49.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/27/2018,0.0,0.01,0.0,0.0,68.0,49.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/27/2018,9.4,0.0,0.0,0.0,69.0,50.0,200.0,200.0,19.9,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/28/2018,3.13,0.43,0.0,0.0,62.0,55.0,230.0,240.0,12.1,18.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/28/2018,0.0,0.15,0.0,0.0,63.0,52.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/28/2018,0.0,0.51,0.0,0.0,69.0,57.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/28/2018,0.0,0.46,0.0,0.0,62.0,55.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/28/2018,3.58,0.43,0.0,0.0,62.0,57.0,230.0,230.0,13.0,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/29/2018,8.5,0.84,0.0,0.0,63.0,48.0,300.0,350.0,15.0,25.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/29/2018,0.0,0.34,0.0,0.0,62.0,52.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/29/2018,0.0,0.45,0.0,0.0,64.0,55.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/29/2018,0.0,0.8,0.0,0.0,61.0,47.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/29/2018,10.51,0.76,0.0,0.0,63.0,48.0,350.0,350.0,21.9,29.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/30/2018,5.14,0.1,0.0,0.0,56.0,39.0,350.0,350.0,13.0,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/30/2018,0.0,0.61,0.0,0.0,63.0,48.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/30/2018,0.0,1.15,0.0,0.0,61.0,43.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/30/2018,0.0,0.17,0.0,0.0,56.0,41.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/30/2018,8.5,0.1,0.0,0.0,58.0,44.0,350.0,360.0,21.0,29.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,3/31/2018,8.5,0.24,0.0,0.0,66.0,35.0,210.0,210.0,21.9,28.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,3/31/2018,0.0,0.07,0.0,0.0,56.0,45.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,3/31/2018,0.0,0.0,0.0,0.0,59.0,31.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,3/31/2018,0.0,0.08,0.0,0.0,65.0,34.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,3/31/2018,9.4,0.19,0.0,0.0,67.0,36.0,280.0,280.0,25.1,34.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,4/1/2018,7.61,0.76,0.0,0.0,52.0,37.0,350.0,340.0,15.0,21.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,4/1/2018,0.0,0.27,0.0,0.0,67.0,37.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,4/1/2018,0.0,0.12,0.0,0.0,67.0,44.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,4/1/2018,0.0,0.79,0.0,0.0,52.0,37.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,4/1/2018,9.4,0.8,0.0,0.0,53.0,38.0,360.0,10.0,19.9,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,4/2/2018,8.05,0.01,0.0,0.0,51.0,37.0,150.0,140.0,15.0,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,4/2/2018,0.0,0.58,0.0,0.0,53.0,36.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,4/2/2018,0.0,2.0,0.0,0.0,52.0,37.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,4/2/2018,0.0,0.07,0.0,0.0,51.0,36.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,4/2/2018,8.72,0.0,0.0,0.0,52.0,38.0,130.0,160.0,16.1,21.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,4/3/2018,14.32,0.49,0.0,0.0,79.0,48.0,210.0,190.0,35.1,50.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,4/3/2018,0.0,0.05,0.0,0.0,51.0,36.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,4/3/2018,0.0,0.0,0.0,0.0,77.0,46.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,4/3/2018,0.0,0.39,0.0,0.0,78.0,48.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,4/3/2018,17.45,0.41,0.0,0.0,80.0,48.0,300.0,210.0,33.1,51.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,4/4/2018,13.2,0.0,0.0,0.0,48.0,31.0,280.0,250.0,28.0,40.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,4/4/2018,0.0,0.37,0.0,0.0,79.0,39.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,4/4/2018,0.0,2.0,0.0,0.0,79.0,33.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,4/4/2018,0.0,0.0,0.0,0.0,52.0,32.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,4/4/2018,14.99,0.0,0.0,0.0,48.0,34.0,280.0,280.0,36.0,48.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,4/5/2018,4.25,0.0,0.0,0.0,55.0,27.0,160.0,180.0,13.0,19.0,40041
