STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,Zip
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/1/2015,8.05,0.0,0.0,0.0,40.0,22.0,230.0,250.0,19.9,23.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/1/2015,0.0,0.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/1/2015,0.0,0.02,0.0,0.0,41.0,16.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/1/2015,0.0,0.0,0.0,0.0,40.0,19.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/1/2015,9.17,0.0,0.0,0.0,41.0,23.0,230.0,240.0,21.0,25.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/2/2015,2.46,0.01,0.0,0.0,38.0,35.0,230.0,220.0,12.1,15.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/2/2015,0.0,0.0,0.0,0.0,45.0,23.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/2/2015,0.0,0.7,0.0,0.0,61.0,16.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/2/2015,0.0,0.02,0.0,0.0,37.0,33.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/2/2015,4.92,0.01,0.0,0.0,39.0,35.0,220.0,210.0,12.1,16.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/3/2015,8.05,0.27,0.0,0.0,62.0,38.0,180.0,180.0,21.9,34.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/3/2015,0.0,0.08,0.0,0.0,38.0,23.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/3/2015,0.0,0.27,0.0,0.0,61.0,39.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/3/2015,0.0,0.32,0.0,0.0,61.0,37.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/3/2015,9.62,0.29,0.0,0.0,63.0,38.0,180.0,190.0,28.0,42.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/4/2015,14.99,0.09,0.0,0.0,61.0,24.0,260.0,300.0,23.9,31.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/4/2015,0.0,0.1,0.0,0.0,60.0,38.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/4/2015,0.0,0.0,0.0,0.0,61.0,39.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/4/2015,0.0,0.03,0.0,0.0,59.0,23.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/4/2015,17.45,0.08,0.0,0.0,62.0,24.0,250.0,240.0,28.0,36.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/5/2015,7.38,0.0,0.0,0.0,25.0,16.0,280.0,280.0,18.1,25.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/5/2015,0.0,0.0,0.0,0.0,38.0,17.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/5/2015,0.0,0.0,0.0,0.0,39.0,15.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/5/2015,0.0,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/5/2015,8.28,0.0,0.0,0.0,27.0,16.0,290.0,280.0,21.0,25.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/6/2015,8.5,0.0,0.0,0.0,33.0,22.0,290.0,290.0,18.1,21.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/6/2015,0.0,0.0,0.0,0.0,27.0,16.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/6/2015,0.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/6/2015,0.0,0.0,0.0,0.0,33.0,20.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/6/2015,9.84,0.0,0.0,0.0,35.0,22.0,300.0,300.0,18.1,23.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/7/2015,13.87,0.0,0.0,0.0,22.0,5.0,300.0,320.0,23.9,32.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/7/2015,0.0,0.0,0.0,0.0,35.0,21.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/7/2015,0.0,0.0,0.0,0.0,32.0,12.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/7/2015,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/7/2015,15.88,0.0,0.0,0.0,22.0,4.0,340.0,290.0,25.1,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/8/2015,9.4,0.0,0.0,0.0,27.0,1.0,230.0,220.0,23.0,33.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/8/2015,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/8/2015,0.0,0.0,0.0,0.0,19.0,-3.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/8/2015,0.0,0.0,0.0,0.0,26.0,-1.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/8/2015,10.74,0.0,0.0,0.0,28.0,1.0,250.0,250.0,23.9,32.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/9/2015,11.63,0.0,0.0,0.0,28.0,13.0,310.0,230.0,23.0,32.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/9/2015,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/9/2015,0.0,0.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/9/2015,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/9/2015,13.65,0.0,0.0,0.0,28.0,12.0,230.0,250.0,25.9,35.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/10/2015,2.46,0.0,0.0,0.0,27.0,7.0,310.0,320.0,14.1,18.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/10/2015,0.0,0.0,0.0,0.0,28.0,13.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/10/2015,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/10/2015,0.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/10/2015,4.47,0.0,0.0,0.0,28.0,8.0,320.0,330.0,13.0,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/11/2015,3.13,0.06,0.0,0.0,44.0,18.0,200.0,200.0,10.1,15.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/11/2015,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/11/2015,0.0,0.0,0.0,0.0,44.0,13.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/11/2015,0.0,0.08,0.0,0.0,43.0,17.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/11/2015,4.92,0.06,0.0,0.0,45.0,19.0,220.0,220.0,14.1,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/12/2015,6.04,0.11,0.0,0.0,39.0,31.0,360.0,350.0,15.0,19.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/12/2015,0.0,0.67,0.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/12/2015,0.0,0.35,0.0,0.0,43.0,34.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/12/2015,0.0,0.27,0.0,0.0,38.0,29.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/12/2015,8.28,0.12,0.0,0.0,39.0,30.0,350.0,350.0,19.9,23.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/13/2015,8.28,0.0,0.0,0.0,31.0,24.0,30.0,30.0,16.1,21.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/13/2015,0.0,0.01,0.0,0.0,36.0,26.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/13/2015,0.0,0.0,0.0,0.0,36.0,25.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/13/2015,0.0,0.0,0.0,0.0,29.0,23.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/13/2015,9.62,0.0,0.0,0.0,31.0,25.0,360.0,30.0,18.1,23.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/14/2015,3.58,0.0,0.0,0.0,33.0,25.0,260.0,220.0,8.9,12.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/14/2015,0.0,0.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/14/2015,0.0,0.0,0.0,0.0,36.0,25.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/14/2015,0.0,0.0,0.0,0.0,32.0,25.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/14/2015,4.7,0.0,0.0,0.0,34.0,26.0,280.0,280.0,12.1,13.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/15/2015,5.37,0.0,0.0,0.0,37.0,28.0,210.0,200.0,13.0,15.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/15/2015,0.0,0.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/15/2015,0.0,0.0,0.0,0.0,35.0,26.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/15/2015,0.0,0.0,0.0,0.0,37.0,27.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/15/2015,6.26,0.0,0.0,0.0,39.0,29.0,240.0,230.0,13.0,18.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/16/2015,2.01,0.0,0.0,0.0,46.0,24.0,220.0,220.0,8.1,11.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/16/2015,0.0,0.0,0.0,0.0,38.0,28.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/16/2015,0.0,0.0,0.0,0.0,46.0,21.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/16/2015,0.0,0.0,0.0,0.0,47.0,24.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/16/2015,4.25,0.0,0.0,0.0,49.0,26.0,220.0,230.0,10.1,14.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/17/2015,8.72,0.0,0.0,0.0,56.0,28.0,210.0,190.0,21.9,27.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/17/2015,0.0,0.0,0.0,0.0,48.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/17/2015,0.0,0.0,0.0,0.0,56.0,25.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/17/2015,0.0,0.0,0.0,0.0,56.0,29.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/17/2015,12.75,0.0,0.0,0.0,57.0,30.0,210.0,220.0,23.9,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/18/2015,9.17,0.08,0.0,0.0,52.0,32.0,230.0,230.0,23.9,36.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/18/2015,0.0,0.01,0.0,0.0,56.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/18/2015,0.0,0.9,0.0,0.0,55.0,36.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/18/2015,0.0,0.08,0.0,0.0,51.0,33.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/18/2015,13.65,0.06,0.0,0.0,53.0,35.0,230.0,230.0,28.0,36.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/19/2015,0.45,0.0,0.0,0.0,57.0,27.0,50.0,60.0,6.9,8.9,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/19/2015,0.0,0.0,0.0,0.0,52.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/19/2015,0.0,0.0,0.0,0.0,55.0,24.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/19/2015,0.0,0.0,0.0,0.0,57.0,26.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/19/2015,2.01,0.0,0.0,0.0,58.0,30.0,360.0,30.0,6.0,8.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/20/2015,3.8,0.0,0.0,0.0,58.0,27.0,310.0,300.0,13.0,16.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/20/2015,0.0,0.0,0.0,0.0,58.0,28.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/20/2015,0.0,0.0,0.0,0.0,59.0,27.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/20/2015,0.0,0.0,0.0,0.0,58.0,28.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/20/2015,4.7,0.0,0.0,0.0,60.0,32.0,270.0,260.0,14.1,17.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/21/2015,8.72,0.0,0.0,0.0,54.0,33.0,280.0,290.0,25.1,33.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/21/2015,0.0,0.0,0.0,0.0,60.0,31.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/21/2015,0.0,0.0,0.0,0.0,58.0,29.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/21/2015,0.0,0.0,0.0,0.0,54.0,32.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/21/2015,10.51,0.0,0.0,0.0,57.0,32.0,260.0,260.0,23.9,30.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/22/2015,2.91,0.0,0.0,0.0,40.0,29.0,30.0,30.0,8.9,13.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/22/2015,0.0,0.0,0.0,0.0,56.0,37.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/22/2015,0.0,0.0,0.0,0.0,56.0,23.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/22/2015,0.0,0.0,0.0,0.0,38.0,26.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/22/2015,4.7,0.0,0.0,0.0,41.0,31.0,20.0,10.0,13.0,15.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/23/2015,3.8,0.11,0.0,0.0,38.0,32.0,50.0,30.0,8.9,13.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/23/2015,0.0,0.0,0.0,0.0,41.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/23/2015,0.0,0.0,0.0,0.0,39.0,31.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/23/2015,0.0,0.23,2.1,2.0,36.0,31.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/23/2015,5.82,0.12,1.0,0.0,39.0,33.0,20.0,20.0,12.1,14.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/24/2015,6.93,0.0,0.0,0.0,44.0,27.0,300.0,300.0,17.0,21.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/24/2015,0.0,0.02,0.0,0.0,39.0,30.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/24/2015,0.0,0.35,0.0,3.0,40.0,24.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/24/2015,0.0,0.0,0.0,0.0,44.0,25.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/24/2015,8.05,0.0,0.0,1.2,46.0,26.0,280.0,260.0,17.0,19.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/25/2015,4.92,0.11,0.0,0.0,44.0,36.0,320.0,330.0,16.1,19.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/25/2015,0.0,0.0,0.0,0.0,46.0,26.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/25/2015,0.0,0.0,0.0,0.0,44.0,31.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/25/2015,0.0,0.08,0.0,0.0,43.0,36.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/25/2015,6.93,0.08,0.0,0.0,45.0,36.0,350.0,340.0,19.9,23.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/26/2015,7.16,0.01,0.0,0.0,37.0,25.0,320.0,330.0,21.0,27.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/26/2015,0.0,0.2,0.0,0.0,45.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/26/2015,0.0,0.0,0.0,0.0,41.0,25.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/26/2015,0.0,0.0,0.0,0.0,37.0,23.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/26/2015,10.51,0.0,0.0,0.0,37.0,26.0,330.0,310.0,21.9,28.0,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/27/2015,5.14,0.01,0.0,0.0,35.0,26.0,350.0,350.0,10.1,14.1,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/27/2015,0.0,0.01,0.0,0.0,34.0,25.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/27/2015,0.0,0.17,0.0,0.0,33.0,28.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/27/2015,0.0,0.01,0.1,0.0,33.0,23.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/27/2015,6.49,0.0,0.1,0.0,36.0,26.0,10.0,360.0,14.1,16.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/28/2015,4.7,0.0,0.0,0.0,40.0,19.0,150.0,140.0,12.1,17.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/28/2015,0.0,0.0,0.0,0.0,35.0,21.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/28/2015,0.0,0.0,0.0,0.0,40.0,14.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/28/2015,0.0,0.0,0.0,0.0,40.0,16.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/28/2015,6.71,0.0,0.0,0.0,41.0,20.0,130.0,130.0,15.0,18.1,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/29/2015,12.3,0.05,0.0,0.0,54.0,35.0,280.0,270.0,25.9,34.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/29/2015,0.0,0.08,0.0,0.0,41.0,20.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/29/2015,0.0,0.05,0.0,0.0,54.0,28.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/29/2015,0.0,0.05,0.0,0.0,53.0,33.0,0.0,0.0,0.0,0.0,40228
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",38.18,-85.73,146.3,1/29/2015,15.43,0.05,0.0,0.0,55.0,34.0,260.0,230.0,30.0,38.9,40209
USW00013810,"LOUISVILLE BOWMAN FIELD, KY US",38.23,-85.66,164.6,1/30/2015,7.38,0.0,0.0,0.0,39.0,26.0,320.0,320.0,18.1,23.0,40041
USC00154955,"LOUISVILLE MCALPINE, KY US",38.28,-85.79,134.1,1/30/2015,0.0,0.0,0.0,0.0,47.0,36.0,0.0,0.0,0.0,0.0,40212
USC00150630,"BERNHEIM FOREST, KY US",37.92,-85.66,167.6,1/30/2015,0.0,0.0,0.0,0.0,45.0,34.0,0.0,0.0,0.0,0.0,40110
USC00154958,"LOUISVILLE WEATHER FORECAST OFFICE, KY US",38.12,-85.64,192.6,1/30/2015,0.0,0.0,0.0,0.0,38.0,24.0,0.0,0.0,0.0,0.0,40228
